"[14, 15]","47068","[355, 2629, 357, 2848, 2850]","Among the oldest and most popular mythical beings, mermaids and other merfolk have captured the imagination since long before Ariel sold her voice to a sea witch in the beloved Disney film adaptation of Hans Christian Andersen's 'The Little Mermaid'. As far back as the eighth century B.C., sailors in Homer's Odyssey stuffed wax in their ears to resist the Sirens, who lured men to their watery deaths with song. More than two thousand years later, the gullible New York public lined up to witness a mummified 'mermaid' specimen that the enterprising showman P. T. Barnum swore was real.","129.0","198.0","17.78","","","","1","9780143133728","","3d82bef9ce7105c3caf0083918bf0c9a","full/0/9/7/097931bb2fbeb95b5b814c90e013ea99f4e1f583.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1431/9780143133728.jpg","PENGUIN CLASSICS","","143133721","9780143133728","en","2019-10-15 00:00:00","","3.6","87","The Penguin Book of Mermaids","/Penguin-Book-Mermaids-Cristina-Bacchilega/9780143133728","272.16"
"[16]","249379","[2649, 2689, 3212, 2849]","Already well-known for his bestselling series of exposes on secret Nazi technology and the survival of the Third Reich after the end of World War II, Oxford-educated historian and physicist Joseph P. Farrell here delves ever deeper into the activities of this nefarious group. In his previous works, Farrell has clearly demonstrated that the Nazis were clandestinely developing new and amazing technologies toward the end of WWII, and that the key scientists involved in these experiments were exported to the Allied countries at the end of the conflict, mainly the United States, in a move called Operation Paperclip. NASA director and developer of the Saturn V rocket that sent Americans to the moon, Werner von Braun, was one of these scientists. Farrell has traced the links between ongoing Reich activities and the newly-formed CIA and other defense/ military/ industrial establishments. Now, Farrell has meticulously reviewed the best-known Roswell research from UFO-ET advocates and skeptics alike, as well as some little-known source material, and comes to a radically different scenario of what happened in Roswell, New Mexico in July 1947, and why the US military has continued to cover it up to this day. Farrell presents a fascinating case sure to disturb both ET believers and disbelievers, namely, that what crashed may have been representative of an independent postwar Nazi power-an extraterritorial Reich monitoring its old enemy, America, and the continuing development of the very technologies confiscated from Germany at the end of the War.","152.0","229.0","28.96","","","","1","9781935487050","","adae72e7f26f1ffc8aca7c0e11f1a23b","full/9/f/5/9f5b286f9720b123e39500935ff325f820abf648.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9354/9781935487050.jpg","","","1935487051","9781935487050","en","2013-09-11 00:00:00","","4.3","55","Roswell and the Reich : The Nazi Connection","/Roswell-Reich-Joseph-P-Farrell/9781935487050","734.82"
"[17]","269657","[2849]","In 1950, while discussing flying saucers with three other physicists at Los Alamos Scientific Laboratory, Enrico Fermi asked, ""Where is everybody?"" as if to say, if there is intelligent life elsewhere in the universe, why do we have no proof? For sixty years, scientists and the public have debated the answer to this question, yet none have considered what Samael Aun Weor explains in Cosmic Ships: ""We are absolutely sure that the cannibals from Africa and the Amazon also felt very annoyed when they could not manage to capture an explorer. Regarding concrete facts about flying saucers, people want to proceed like cannibals, however, it is clear that the crews of those cosmic ships-who know human savagery very well-are not willing to let themselves be ensnared, since they very well know the fortune that awaits them, that is, the intellectual-loafers would make them prisoners, the ships would be seized and used for war, etc."" Logical analysis of the facts demonstrates not only the existence of advanced humanities, but their presence on our planet. There are thousands of documented cases of unexplained ships on our planet, hundreds of cases of governments hiding the facts from the public, and decades of an attempt to encourage the populace to discard the facts as fantasy or foolishness. Through stories from his own experience and analysis of well-known events, Samael Aun Weor shows that much of what we believe about extraterrestrials is false, based on fear, stubborn skepticism, and outright lies. He explains how easy it is for advanced humanities to hide from us, and why they must: because we are so consumed by psychological defects like pride, greed, and envy that we are a danger to ourselves and the universe. It is for this reason that they are here: to understand why we are such savages, and how to help us change for the better. It is time for us to stop trying to capture or destroy them, and welcome their assistance.","108.0","171.0","13.72","","","","1","9781934206393","","25a5692544f0abdcc9e21bcb8adbb811","full/f/f/6/ff68b53ab118b1b89fc193392e7b8c21c4e97603.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9342/9781934206393.jpg","","","1934206393","9781934206393","en","2011-07-29 00:00:00","","4.14","28","Cosmic Ships : Truth and Lies About Ufos, Other Humanities, and Our Future","/Cosmic-Ships-Samael-Aun-Weor/9781934206393","190.51"
"[18]","273039","[2653, 2696, 2819, 2848, 2853]","Since 1993 Robert Bauval has been embroiled in the many controversies involving the search for the lost treasures of the pyramid builders and the quest for the legendary Hall of Records of Atlantis. The strange but true story that he unfolds implicates American business moguls, the prestigious National Geographic Society, several Ivy League universities, the Edgar Cayce Foundation, the Freemasons, Christian fundamentalists, Zionists, and the Egyptian government.","152.0","229.0","30.0","","2nd Edition, Revised and Expanded Edition of <i>Secret Chamber</i>","","1","9781591431923","Includes 16-page color insert and 105 b&w illustrations","5479b5df6e6b900e32555225c7785909","full/c/c/6/cc65c57ad0dea6eab2e5c6c042f9001cbf3e14b3.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5914/9781591431923.jpg","Bear & Company","","1591431921","9781591431923","en","2014-11-06 00:00:00","","3.6","40","Secret Chamber Revisited : The Quest for the Lost Knowledge of Ancient Egypt","/Secret-Chamber-Revisited-Robert-Bauval/9781591431923","810.0"
"[19]","53181","[355, 2629, 2848]","It's been two months since Pandora English left her small hometown to live with her mysterious great-aunt in a haunted mansion in Spektor, the fog-wreathed suburb of Manhattan that doesn't appear on any map.","128.0","","198.0","","","","1","9781760685867","","2c67f446ad510d7f2e74c6859e42cdc8","full/9/6/d/96d315e817f28857f38632c22163e7e0b8f55b05.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7606/9781760685867.jpg","Echo Publishing","","1760685860","9781760685867","","2020-02-04 00:00:00","","3.73","713","The Spider Goddess","/Spider-Goddess-Tara-Moss/9781760685867","320.0"
"[20, 21]","80108","[3238, 669, 2820, 2848]","Throughout the ages, people have given the fairy kingdom various names. To some it was Paradise, to others Tír-nan-Og, Avalon, Country Underneath the Sea, Fairy Land, World of Immortal Youth, Land of Heart's Desire, Land of Life, or the Middle Kingdom. Fairy tales - the stories of this kingdom - are not only folk literature but also accounts of the subtler layers of fact clothed in poetic imagery. Rudolf Steiner was a close observer of the fairy kingdom and gave many lectures that describe the work of its inhabitants, whom he called elementals. It was clear to Steiner that these elementals were of great importance to the Earth, charged not only with the maintenance of Nature's household, but also with her evolutionary plans. He also spoke of how vital it is that we get to know these fairy workers and honor the work they do, so that their efforts prosper to carry the Earth forward in its evolution. Written and illustrated by two insightful women who experienced the fairy kingdom directly, this book offers a profound, yet simple introduction to fairy worlds and workers. Includes Ingrid Gibb's color paintings of the four races of Little People: Undines (water spir-its), Gnomes (earth spirits), Sylphs (air spirits), and Fire-Spirits.","216.0","216.0","3.0","","2nd ed.","","1","9781621480259","colour illustrations","42898236e578426241aee0385c2afff7","full/7/d/5/7d5f9823eab060c8fa80e518c59ef071aa7ff0e9.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6214/9781621480259.jpg","","","1621480259","9781621480259","en","2013-06-25 00:00:00","","4.28","7","Fairy Worlds and Workers : A Natural History of Fairyland","/Fairy-Worlds-Workers-Marjorie-Spock/9781621480259","104.0"
"[22]","100796","[669, 782, 2842, 2848]","This is a Print on Demand title. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc.","141.0","219.0","36.0","","","","1","9781401000820","","45db41b016218075a539b76df83038e9","full/a/3/2/a32fe72d8168d3a71a01ec99b95d7425b7e044bc.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4010/9781401000820.jpg","","","1401000827","9781401000820","en","2001-08-20 00:00:00","","4.33","83","The Trickster and the Paranormal","/Trickster-Paranormal-George-P-Hansen/9781401000820","726.0"
"[23]","394790","[2642, 2848, 2849]","The signature edition of Charles Fort's classic of paranormal discovery--reset with a new index. Welcome to a record of the damned. By damned, wrote Charles Fort in 1919, I mean the excluded. We shall have a procession of the data that Science has excluded. Fort's record of the unknown was one of the first to expose us to visitors from space, monsters, poltergeists, and floating islands. Frogs fall from the sky. Mysterious airships take flight in an age before the airplane. People disappear, reappear, and spontaneously combust. This stand-alone, handsome edition exposes today's readers to the core work of Fort's extraordinary career--in which he pushed us to ask: What is out there?","140.0","210.0","30.48","","Reprint","","1","9781101983249","","9efd9534219459114d0659e7bd12f3f2","full/1/8/7/187fc56108ac2b31ace89f68bd8a551217c8cf7d.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1019/9781101983249.jpg","","","1101983248","9781101983249","en","2016-02-23 00:00:00","","3.64","642","The Book of the Damned : The Original Classic of Paranormal Exploration","/Book-Damned-Charles-Fort/9781101983249","340.19"
"[24]","674715","[2848]","Most people remain oblivious to the truth there s a monstrous menagerie of supernatural entities that feed upon human victims without our knowledge. Fueling themselves with our psychic energy, high states of emotion, and essential life-force, these dark entities attack as we sleep and even in our waking hours, terrifying and tormenting unsuspecting souls whenever and wherever they can.  Join Nick Redfern as he delves deep into the long history of struggle between us and them. Learn the ways of Shadow People, supernatural seducers, poltergeists, thought forms, tulpas, the Slenderman, Men in Black, and many other types of energy creatures. Discover how to protect yourself so that you don t become prey to the ancient evil that has lurked in the shadows of mankind since the beginning of time.","133.0","203.0","15.24","","","","1","9780738753553","","9a587fe3bbd67032f6653aa03e026c7a","full/4/2/3/423b03f2733b95ee15df6e070f468260958179cd.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7387/9780738753553.jpg","","","738753556","9780738753553","en","2018-10-18 00:00:00","","3.79","59","Paranormal Parasites : The Voracious Appetite of Soul-Sucking Supernatural Entities","/Paranormal-Parasites-Nick-Redfern/9780738753553","249.48"
"[25]","401280","[1520, 1533, 1536, 1566, 2819, 2848, 2849]","For many years Richard Hoagland alone hypothesized that sentient beings spent time on Mars millions of years ago assembling behemoth structures whose ruins are still seen today. Here Hoagland redefines the solar system as a different place than NASA has presented. The book includes a new preface covering the Mars Global Surveyor photos and NASA's reactions.","154.0","228.0","43.0","","5th ed.","","1","9781583940549","80-PG B&W PHOTO INSERT","fd4ab367ac2944ce42773aacd6cc9617","full/c/2/c/c2c699fafa8958c49d0168e5afc80d2a4cd9d66f.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5839/9781583940549.jpg","","","1583940545","9781583940549","en","2002-04-23 00:00:00","","3.77","133","Monuments Of Mars","/Monuments-Mars-Richard-Hoagland/9781583940549","1162.0"
"[26]","567665","[2819, 2842, 2847, 2849]","Featured within the book is information about native ceremonies to connect to Earth healing energies, thought projections and thought communication to communicate with Earth, and a new spiritual paradigm to help humankind transition into the next evolutionary stage. Using sacred areas of the earth, we can establish spiritual corridors with the fifth dimension.","150.0","226.0","15.0","","","","1","9781891824791","","957bc2a273dc3bae2f6a57af1caf6bd8","full/9/a/e/9ae004eeeac2c8177a23f1a05306787963301ca4.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8918/9781891824791.jpg","","","1891824791","9781891824791","en","2011-04-28 00:00:00","","4.33","9","New Spiritual Technology for the Fifth-Dimensional Earth : Arcturian Teachings from the Sacred Triangle","/New-Spiritual-Technology-for-Fifth-Dimensional-Earth-David-K-Miller/9781891824791","340.0"
"[27]","460440","[378, 667, 2819, 2848]","Seeing Is Believing. Or Is It? The mysteries of the unexplained examined with a critical eye of a highly-respected, prize-winning paranormal investigator.","183.0","235.0","23.88","","3rd ed.","","1","9781578593446","1 Illustrations, unspecified","563f5ce0acacdf3da7aa63d20ccf3330","full/8/4/b/84b80a9e2b3fc5353b766c55cb460741caf3c6f5.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5785/9781578593446.jpg","","","1578593441","9781578593446","en","2013-04-05 00:00:00","","3.94","430","Unexplained! : Strange sightings, Incredible Occurrences and Puzzling Physical Phenomena","/Unexplained-Jerome-Clark/9781578593446","769.0"
"[28, 29]","461615","[377, 667, 1508, 2848]","UPDATED EDITION WITH OVER FIFTY NEW STORIES","129.0","198.0","25.0","","2nd edition","","1","9781785785016","","56440d08b5c81f929bf2d786e1403d5f","full/4/8/f/48f4cef7f55f791fac60e1418c4d38652007ab14.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7857/9781785785016.jpg","","","178578501X","9781785785016","en","2019-07-09 00:00:00","","3.75","16","Beyond Coincidence","/Beyond-Coincidence-Martin-Plimmer/9781785785016","238.0"
"[30]","497798","[667, 669, 2819, 2820, 2848]","This is a Print on Demand title. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc.","152.0","226.0","17.0","","","","1","9780595172870","black & white illustrations","928d54ff263adc9a21432c84eb6bb845","full/b/d/4/bd4250caacdfe199dc0633a6988f40c4c18e3c19.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5951/9780595172870.jpg","","","595172873","9780595172870","en","2001-03-20 00:00:00","","4.11","80","Living on Love : The Messenger","/Living-on-Love-Klaus-J-Joehle/9780595172870","431.0"
"[31]","448789","[667, 669, 2848, 2851]","When Darkness Reigns and the Full Moon Glows, Terror Emerges to Stalk the Unsuspecting... From lycanthropic creatures found on television and film such as Teen Wolf, Twilight,  and True Blood to the earliest folklore of shape-shifting creatures, The Werewolf Book: The Encyclopedia of Shapeshifting Beings is an eye-opening, blood-pounding tour through the ages of monsters with the most amazing camouflage capabilities--they hide among us! Along the way, you'll land at the doorstep of creatures like hirsute mass-murderer Albert Fish, and Fritz Haarman, who slaughtered and ate his victims--selling the leftovers as steaks and roasts in his butcher shop--as well as visits to mythical shamans, sirens, and skin walkers. Covering 140,000 years of legend, mythology, and fact, The Werewolf Book provides hair-raising evidence of strange and obsessional behavior through the centuries. Learn the basics of becoming a werewolf and the intricacies of slaying the beast. A true homage to werewolves and other full moon beasts, it includes topics such as ...","183.0","235.0","19.56","","2nd edition","","1","9781578593675","1 Illustrations, unspecified","00ce9b482573a699bf67eca4fe1877ff","full/f/8/d/f8ddf2201bf46ed060044cda2f01e4cab81ed52e.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5785/9781578593675.jpg","","","1578593670","9781578593675","en","2013-04-29 00:00:00","","3.79","440","The Werewolf Book : The Encyclopedia of Shape-Shifting Beings - Second Edition","/Werewolf-Book-Brad-Steiger/9781578593675","660.0"
"[32]","73727","[3129, 1497, 1500, 2820, 2848]","Simple geometric shapes and symbols combine to make the universal, powerful and sacred model Karen French calls Gateway to the Heavens. In this book French explains the meaning and purpose of these shapes, how they mould our reality and perception of it, and how they have a direct bearing on what you are and why you are here.  These shapes and symbols contain messages that have been consistently represented in religion, philosophy, mythology, mysticism, the arts and sciences. Their messages are built into our genetic make-up and we recognise them instinctively. The book is divided up into three parts. Part 1 covers the properties of the basic geometric shapes and numbers. Part 2 describes how these in turn form layers of construction, creating principals that are fundamental to the purpose of the universe. The spiral sustains reality, the cross highlighting the central point of existence and the Heart where we weigh up our choices. Part 3 describes how we can use these principles to create positive change in our lives by helping us to expand our awareness of reality.","187.0","246.0","20.0","","","","1","9781780286815","Illustrations (colour)","15ad0c33cfc3709eb3278de5afa98c31","full/7/8/c/78c5e9b0e3fac62d06f4feb4d554a31e2fbe9847.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7802/9781780286815.jpg","Watkins Publishing","","1780286813","9781780286815","en","2014-05-20 00:00:00","","5.0","1","Gateway To The Heavens","/Gateway-Heavens-Karen-French/9781780286815","802.0"
"[33]","","[3007, 3385]","Nature creates the best colours! See impressive birds in the picturesque wetlands and savannahs of southern and eastern Africa. The little aerial acrobats are talented nest builders and adapt well to their particular natural habitat. Follow me into the colourful world beyond the ""Big Five"".","300.0","300.0","7.0","Revised","3rd Revised edition","","2","9781325166435","14 colour illustrations","25aa8bbc19f86a7dbaf97f49eb40a8fd","full/1/c/1/1c1a0c3823d7f2f062a18df03889abcdd4b57414.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3251/9781325166435.jpg","","","132516643X","9781325166435","en","2016-06-09 00:00:00","","","","Birds of Africa - The Magic of Colours 2017 : Africa - A Bird's Paradise!","/Birds-Africa-Magic-Colours-2017-Michael-Herzog/9781325166435","550.0"
"[34]","541187","[3120, 3241, 782, 2842, 2848, 2853]","A new paperback edition of a classic book by Harry Edwards, the renowned healer, on the phenomenal physical mediumship of the ex-miner Jack Webber, first printed in 1940. This account covers the 14 months before Webber's untimely death in March 1940 before the book came to print. Newspaper journalists from daily papers were invited to sit and they published detailed and ""laudatory"" articles and all ""testified to their amazement"" at what they witnessed. This included table levitation, cone shaped ""trumpets"" flying rapidly through the air and voices speaking to them through them. Some saw faces they recognised in the ectoplasm which came from the medium. The outstanding photographs, many taken in the darkness via Infra-red by professional photographer Leon Isaacs, provide us with an unparalleled record of what the spirit world can achieve with dedication.","140.0","216.0","8.38","New edition","New edition","","1","9781908421333","38","5bb419a90b7a887fa4bb35fc86c875ec","full/3/d/5/3d5de6b5b74ac9edc7576521852b4311c899a2e3.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9084/9781908421333.jpg","","","1908421339","9781908421333","en","2019-01-04 00:00:00","","3.75","4","The Mediumship of Jack Webber 2019","/Mediumship-Jack-Webber-2019-Harry-Edwards/9781908421333","181.44"
"[35]","","[3134, 3081]","This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.","156.0","234.0","19.0","","","","3","9780530204550","","8239c23ae4e531b1c97858cc11b00a59","full/e/f/8/ef80d6e1f867fec1cbf75e28be5865b3a701a2c2.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5302/9780530204550.jpg","","","053020455X","9780530204550","en","2019-03-06 00:00:00","","","","Essays on the Work Entitled Supernatural Religion","/Essays-on-Work-Entitled-Supernatural-Religion-Joseph-Barber-Lightfoot/9780530204550","644.0"
